idx,params_1,params_2,params_3,params_4,params_5,params_6,params_7,params_8,params_9,params_10,params_11,fitness_1,gen,test_rmse,val_rmse,train_rmse,avg,num_params,train_time,snip_values,test_scores,found_lr
21,22,16,22,15,9,14,13,11,16,2,2,0.0,0.0,22.418420791625977,18.709192276000977,19.096178243323042,18.902685259662007,3061737,2355.92937874794,10904.264,7022.9398961957095,1e-05
22,11,15,18,16,23,25,16,12,3,2,1,0.0,0.0,21.577585220336914,20.218111038208008,22.343910779709567,21.281010908958788,762405,1734.8197753429413,7471.6484,3232.2843210286746,1e-05
23,15,12,25,7,21,7,5,3,14,3,1,0.0,0.0,21.518613815307617,20.026641845703125,20.365135922038956,20.195888883871042,975725,1136.3180289268494,15783.168,2952.24929012541,1e-05
24,20,15,22,8,21,18,10,9,11,1,2,0.0,0.0,20.76177978515625,18.916532516479492,19.811815178872372,19.364173847675932,1543541,978.0275702476501,4982.924,2903.3987087199475,1e-05
25,22,7,20,17,10,10,10,10,15,1,3,0.0,0.0,22.200193405151367,19.526737213134766,20.38491626723436,19.955826740184563,2142677,1056.9488112926483,9968.036,4469.048088551158,1e-05
26,20,18,13,12,10,19,10,6,5,3,3,0.0,0.0,21.477657318115234,20.138938903808594,21.342368895300503,20.740653899554548,1638733,1158.869375705719,7098.966,3152.948155337306,1e-05
27,8,18,20,18,11,17,4,13,9,1,3,0.0,0.0,24.85292625427246,22.194787979125977,23.450409893028965,22.82259893607747,715649,976.0349953174591,6747.8076,5587.088689726157,1e-05
28,12,25,20,16,18,13,6,14,8,1,1,0.0,0.0,22.51645278930664,20.745807647705078,21.94375140111399,21.34477952440953,645885,1190.483533859253,8512.069,3630.232821297499,1e-05
29,17,15,24,20,6,21,10,7,1,2,1,0.0,0.0,23.362022399902344,20.54236602783203,22.086501620109445,21.314433823970738,812349,1156.5237011909485,5603.0083,10891.607415291568,1e-05
30,18,17,11,25,23,12,9,1,8,3,3,0.0,0.0,20.554899215698242,19.66954231262207,21.121077583234406,20.39530994792824,1373185,1150.748301744461,8325.59,2240.419238237254,1e-05
31,23,25,15,6,19,23,4,2,5,2,3,0.0,0.0,22.715713500976562,20.43625831604004,22.058061817582274,21.247160066811155,1337421,543.9940819740295,10433.048,4432.365069918654,1e-05
32,25,10,8,12,25,13,8,16,13,3,2,0.0,0.0,20.85544204711914,18.35454750061035,19.45923490916386,18.906891204887106,1910049,2900.467339515686,5563.838,2531.504742991792,1e-05
33,17,23,10,23,22,23,7,5,5,2,1,0.0,0.0,22.174163818359375,20.199235916137695,21.2316631760094,20.715449546073547,680861,885.0259122848511,5809.4355,4204.226033400794,1e-05
34,14,14,15,24,15,19,15,16,7,3,3,0.0,0.0,23.15184783935547,20.295499801635742,21.875896189903717,21.085697995769728,1840969,2920.306140899658,8930.9375,3996.3622542193525,1e-05
35,14,17,23,14,8,17,15,7,10,2,1,0.0,0.0,23.308874130249023,20.15740203857422,21.17610321268542,20.66675262562982,1181509,1053.8208005428314,10229.567,5373.595927956793,1e-05
36,24,15,10,13,17,24,2,4,10,2,1,0.0,0.0,21.784259796142578,20.052234649658203,21.42001032208707,20.736122485872635,691345,659.5289762020111,9822.028,3287.2604135577367,1e-05
37,23,9,13,13,16,6,15,1,13,2,3,0.0,0.0,22.16748046875,20.071121215820312,21.576390061300106,20.823755638560208,1850241,797.965948343277,11748.883,4034.7040083050592,1e-05
38,25,8,22,14,6,20,8,16,16,1,3,0.0,0.0,21.33460235595703,19.084474563598633,19.474830929785536,19.279652746692086,2957321,1401.2388956546783,16309.642,3698.2723078996414,1e-05
39,8,14,18,20,8,6,8,1,11,3,1,0.0,0.0,22.484655380249023,20.846885681152344,21.957317690197428,21.402101685674886,429161,870.0690500736237,6013.3677,5264.107822384549,1e-05
40,20,21,11,8,20,13,7,10,16,3,1,0.0,0.0,19.77508544921875,18.106197357177734,18.71412726227471,18.410162309726225,1773189,2963.674161195755,5114.3477,2407.0579995560765,1e-05
41,7,7,12,8,18,12,15,13,7,3,1,0.0,0.0,24.67112922668457,22.338489532470703,24.24653287749455,23.292511204982624,441417,2794.0973286628723,5787.58,4015.906786608053,1e-05
42,24,12,21,21,18,9,16,11,16,1,3,0.0,0.0,21.415555953979492,19.279312133789062,19.86194683717731,19.570629485483188,3180745,1412.422461271286,15550.783,3224.66159279359,1e-05
43,10,16,22,20,16,23,14,3,14,2,2,0.0,0.0,20.913652420043945,20.190366744995117,21.47876155160244,20.834564148298778,1137953,860.2713866233826,3741.3438,4247.878204703943,1e-05
44,6,9,14,20,7,15,6,7,2,3,3,0.0,0.0,26.47881507873535,24.634754180908203,26.538934330459686,25.586844255683943,253513,1263.1641807556152,4336.1675,7011.36903911015,1e-05
45,17,23,6,9,14,18,10,2,15,1,2,0.0,0.0,22.546266555786133,21.02191925048828,22.45317318496652,21.7375462177274,1176569,843.3963561058044,8826.617,3377.923062940799,1e-05
46,17,17,25,10,11,21,12,12,5,3,2,0.0,0.0,20.302412033081055,18.67112159729004,19.92211833870548,19.29661996799776,2169281,3436.352923631668,12614.872,2316.5902309667863,1e-05
47,23,13,7,19,12,8,7,11,6,1,1,0.0,0.0,22.12814712524414,20.455265045166016,22.10177847571335,21.27852176043968,481133,630.7566456794739,6566.7266,4501.669865536441,1e-05
48,19,7,8,19,12,18,2,11,3,1,2,0.0,0.0,24.720806121826172,22.217906951904297,24.05987585288464,23.13889140239447,278353,588.4207756519318,6581.45,9723.413799293157,1e-05
49,6,12,14,17,13,20,12,15,10,2,3,0.0,0.0,24.61884880065918,22.77553367614746,22.635620895648824,22.705577285898144,595969,2219.955258131027,2172.8901,6799.971832973572,1e-05
50,16,24,12,21,12,9,7,8,1,3,1,0.0,0.0,20.501636505126953,20.014392852783203,22.069585755566443,21.041989304174823,930737,1603.9107429981232,5066.6533,2875.4617751412748,1e-05
51,11,13,13,22,18,10,4,3,1,2,3,0.0,0.0,25.397838592529297,24.48865509033203,25.48078965736965,24.984722373850843,228361,519.0832533836365,4100.4253,4610.069211774657,1e-05
52,11,8,14,25,15,8,14,14,4,2,1,0.0,0.0,23.876628875732422,21.836650848388672,22.427245328837426,22.13194808861305,532489,1900.8401036262512,5026.633,5450.890275300271,1e-05
53,9,24,13,19,6,7,11,15,12,3,2,0.0,0.0,22.05982208251953,21.280881881713867,22.9678886794167,22.124385280565285,1373793,2898.336262702942,9902.008,4250.712728854711,1e-05
54,18,12,8,10,20,20,14,13,3,1,2,0.0,0.0,23.35648536682129,20.96993637084961,22.662862383260332,21.81639937705497,498737,811.4807729721069,3631.9585,4908.910146372085,1e-05
55,25,16,24,19,19,11,5,8,3,2,3,0.0,0.0,24.020122528076172,20.134328842163086,21.43431856954039,20.78432370585174,1509637,1256.9185328483582,9729.507,12349.710389627791,1e-05
56,14,24,12,18,9,14,1,3,2,2,1,0.0,0.0,21.457256317138672,20.294288635253906,22.110066772961805,21.202177704107854,231329,506.12837195396423,2394.0762,2968.115217538778,1e-05
57,12,25,24,13,20,19,11,2,14,1,3,0.0,0.0,21.48453712463379,20.135345458984375,20.751729036066315,20.443537247525345,1866313,586.8920719623566,1344.4702,3158.1440424224566,1e-05
58,24,19,6,7,16,7,1,13,2,3,3,0.0,0.0,20.865612030029297,19.311195373535156,21.402008108919855,20.356601741227507,1120681,2118.3277554512024,6209.808,2996.1683502484066,1e-05
59,9,18,17,25,8,24,7,13,3,2,3,0.0,0.0,22.523765563964844,21.422544479370117,23.239048326163456,22.330796402766786,629977,1999.7357664108276,6434.5586,3582.8075146633173,1e-05
60,8,17,17,23,6,16,6,9,13,3,2,0.0,0.0,21.808765411376953,19.489519119262695,20.90345309231567,20.196486105789184,879805,1883.4026823043823,2853.6753,5527.357767254941,1e-05
61,12,23,11,18,21,24,13,11,13,3,3,0.0,0.0,22.53386878967285,18.60071563720703,19.675009224582617,19.137862430894824,2038933,2735.057637453079,10441.351,6758.911472290047,1e-05
62,19,23,16,21,13,9,9,4,2,1,2,0.0,0.0,22.20004653930664,21.34724998474121,22.172059229661183,21.7596546072012,539125,521.3343825340271,4836.921,3066.125243128966,1e-05
63,12,7,18,14,13,6,3,5,9,1,3,0.0,0.0,21.410215377807617,20.970081329345703,21.64222023964541,21.306150784495557,618901,568.5935668945312,4120.256,2632.9892061479163,1e-05
64,13,22,19,21,9,25,13,12,7,2,1,0.0,0.0,20.959903717041016,18.73462677001953,20.385958152028394,19.560292461023963,1133837,1749.2873697280884,9167.539,2591.770936121658,1e-05
65,17,25,6,11,23,16,16,14,1,1,3,0.0,0.0,22.887874603271484,21.79133415222168,23.214158962786883,22.50274655750428,660881,1276.2267553806305,5116.33,3608.6425070878536,1e-05
66,9,11,11,10,7,24,8,7,11,3,1,0.0,0.0,22.757455825805664,20.825973510742188,21.565267690839548,21.195620600790868,451309,1458.111643075943,3883.6443,3456.9808308467673,1e-05
67,16,21,12,15,20,11,16,4,10,1,2,0.0,0.0,23.523908615112305,20.214832305908203,21.51223470561987,20.86353350576404,1051045,759.1994369029999,7455.226,7561.452624984896,1e-05
68,15,19,9,24,16,21,16,14,12,2,2,0.0,0.0,22.588468551635742,20.737241744995117,22.14649462173393,21.441868183364523,1518549,1327.4237563610077,8866.182,5128.095644826783,1e-05
69,15,17,17,16,10,14,3,8,11,2,3,0.0,0.0,22.185346603393555,19.768447875976562,20.950389474617158,20.35941867529686,1490057,879.5771918296814,4753.682,3806.5700927284815,1e-05
70,7,23,15,14,22,24,6,5,7,3,2,0.0,0.0,22.68778419494629,20.949007034301758,22.159394525067558,21.554200779684656,558805,1476.0440185070038,5826.9043,3477.022831227224,1e-05
71,6,18,25,6,12,22,2,11,6,3,2,0.0,0.0,24.92849349975586,23.527570724487305,24.501825363488035,24.01469804398767,542769,2459.597583770752,5005.1914,5254.807571142554,1e-05
72,10,22,15,6,21,6,15,7,9,3,1,0.0,0.0,22.102066040039062,20.31588363647461,21.64929725551815,20.98259044599638,1028189,1851.418728351593,12565.494,4537.577269292226,1e-05
73,8,20,8,21,16,8,2,5,14,2,2,0.0,0.0,22.097190856933594,21.128427505493164,23.03483163084495,22.081629568169056,529417,847.6336269378662,5799.627,3632.803467095415,1e-05
74,20,10,9,23,25,15,7,16,12,1,2,0.0,0.0,22.318058013916016,20.5124568939209,21.35002879187909,20.931242842899994,923433,844.9828073978424,4174.459,3413.269026315368,1e-05
75,18,15,19,12,6,9,5,7,7,1,1,0.0,0.0,22.58052635192871,20.48943328857422,21.656836862207246,21.07313507539073,533197,697.0016760826111,7911.7827,3686.998712333473,1e-05
76,13,11,16,15,7,17,12,4,12,2,2,0.0,0.0,22.0316219329834,19.443450927734375,20.539192573049924,19.99132175039215,938237,1248.674554347992,11607.707,4623.5658748509795,1e-05
77,13,10,24,25,8,19,4,8,9,3,3,0.0,0.0,20.2865047454834,19.06626319885254,19.795796377686248,19.43102978826939,1346281,1636.5509316921234,3411.959,2160.824257670123,1e-05
78,21,14,12,13,10,17,11,9,4,2,1,0.0,0.0,22.28615379333496,20.12258529663086,21.75098067109004,20.93678298386045,891829,1608.9789168834686,8169.6255,6090.832575411982,1e-05
79,22,11,21,16,9,22,14,2,8,2,1,0.0,0.0,22.88408660888672,20.262731552124023,21.085360472103915,20.67404601211397,1143409,897.9528307914734,982.9414,4072.4055054315077,1e-05
80,21,14,9,18,17,23,4,6,6,2,2,0.0,0.0,22.40570831298828,19.718395233154297,21.037538184586353,20.377966708870325,769653,1069.422520160675,6804.3545,3138.255781984842,1e-05
81,19,20,23,17,10,19,14,15,11,3,3,0.0,0.0,21.65083885192871,20.62279510498047,21.99835850164808,21.310576803314277,4095889,2579.222443819046,14969.969,2892.291423456624,1e-05
82,24,21,9,17,17,22,12,4,13,3,3,0.0,0.0,21.776592254638672,19.793100357055664,21.21528271191226,20.50419153448396,3047137,1302.4074137210846,11677.287,3977.2405179212083,1e-05
83,11,16,14,9,13,6,13,1,15,2,1,0.0,0.0,22.217716217041016,20.912471771240234,22.07983275984522,21.496152265542726,635825,809.1216597557068,7721.8975,4413.285422770419,1e-05
84,13,9,10,15,24,8,1,14,5,3,1,0.0,0.0,23.823694229125977,20.799591064453125,22.688862187925267,21.744226626189196,494293,1949.6576068401337,12417.182,14537.63897301995,1e-05
85,10,19,25,19,24,13,3,10,16,1,1,0.0,0.0,21.300416946411133,20.33722496032715,22.20247671478096,21.269850837554053,656385,898.9518184661865,13855.187,2491.644789645802,1e-05
86,14,13,17,15,14,10,8,16,13,1,1,0.0,0.0,22.808012008666992,20.91630744934082,22.09367341760344,21.50499043347213,696125,982.7414605617523,14904.567,4538.5614897111045,1e-05
87,19,22,16,22,24,12,16,12,4,1,2,0.0,0.0,21.794963836669922,20.461788177490234,21.561885942588138,21.011837060039184,1068765,1003.3523535728455,6000.774,3308.439065484353,1e-05
88,21,21,22,9,14,21,10,15,12,1,2,0.0,0.0,21.3355712890625,19.72391128540039,20.58954423889026,20.156727762145323,2163681,1613.0861518383026,13839.1875,3307.8308499544946,1e-05
89,6,24,9,7,22,14,9,11,10,1,1,0.0,0.0,23.73590660095215,22.410947799682617,23.66443585673712,23.03769182820987,264653,932.7302846908569,5986.339,6732.766483454397,1e-05
90,18,20,6,24,21,18,7,1,14,3,1,0.0,0.0,21.65313148498535,19.83635711669922,21.61275168363306,20.72455440016614,877285,1341.3964176177979,7970.1025,2991.811825463171,1e-05
91,16,6,21,6,20,22,9,4,9,3,3,0.0,0.0,22.464500427246094,20.947288513183594,22.666646602701626,21.80696755794261,1369537,985.3822174072266,8476.87,3844.921926850333,1e-05
92,8,19,16,17,11,21,3,1,6,1,3,0.0,0.0,23.034162521362305,21.93421745300293,23.213048668744797,22.573633060873863,386221,414.6395950317383,2483.7153,3661.1781456106332,1e-05
93,10,8,15,12,15,16,5,9,13,2,2,0.0,0.0,22.057056427001953,20.518381118774414,22.50952989693234,21.513955507853375,621985,1154.5730693340302,7439.2944,3314.8238328224925,1e-05
94,15,13,10,11,11,14,5,12,8,2,1,0.0,0.0,22.2662296295166,20.600059509277344,21.40714917668032,21.003604342978832,587633,1417.3622786998749,4223.2896,3226.480405153532,1e-05
95,25,20,13,24,23,15,1,9,3,1,1,0.0,0.0,21.94097900390625,20.21604347229004,21.91397330123689,21.065008386763466,483849,877.8683047294617,8954.765,5388.732085318512,1e-05
96,7,19,23,11,14,11,1,2,6,2,1,0.0,0.0,24.06476402282715,21.61052703857422,23.293648198378182,22.4520876184762,186781,593.24032330513,1426.3052,4109.5249475463725,1e-05
97,10,24,16,8,19,20,4,9,6,3,3,0.0,0.0,22.419052124023438,20.678503036499023,22.383944163904665,21.531223600201844,1011685,1717.6355092525482,6971.991,3233.997475951592,1e-05
98,6,12,11,22,11,13,2,6,9,1,1,0.0,0.0,24.169631958007812,22.61798095703125,24.33094606041288,23.474463508722067,126617,619.3407664299011,4837.5146,4089.7058502180735,1e-05
99,7,10,14,14,14,23,9,15,1,1,3,0.0,0.0,27.868358612060547,26.456892013549805,28.43629027273209,27.44659114314095,187037,720.1903109550476,1776.2454,7015.7106101883355,1e-05
