idx,params_1,params_2,params_3,params_4,params_5,params_6,params_7,params_8,params_9,params_10,params_11,fitness_1,gen,test_rmse,val_rmse,train_rmse,avg,num_params,train_time,snip_values,test_scores,found_lr
10,16,10,17,11,25,25,2,15,7,3,3,0.0,0.0,13.136798858642578,11.11083984375,14.659237820320284,12.885038832035143,1388381,390.049503326416,9154.01,334.3312807183624,1e-05
11,21,6,20,6,9,22,15,14,8,1,2,0.0,0.0,12.294746398925781,11.048465728759766,13.66303102341327,12.355748376086517,1114329,166.37929844856262,14391.176,314.44971535317796,1e-05
12,23,9,18,9,12,15,1,8,15,3,3,0.0,0.0,11.77247428894043,10.597286224365234,12.698681809561593,11.647984016963413,2416905,311.28309297561646,18187.162,253.00893376907362,1e-05
13,22,16,24,12,15,20,12,10,4,2,1,0.0,0.0,12.180517196655273,10.749536514282227,12.414609379646105,11.582072946964166,1526041,250.49762153625488,10784.056,265.5460892430278,1e-05
14,22,11,8,16,19,7,14,3,10,1,2,0.0,0.0,12.328450202941895,10.687681198120117,12.949220999620264,11.818451098870192,806189,131.7837119102478,3693.8833,303.19366710172477,1e-05
15,11,9,23,24,19,7,11,12,12,1,3,0.0,0.0,11.843609809875488,10.505324363708496,12.205312125522074,11.355318244615285,1097705,212.49979639053345,6799.224,278.3551328102873,1e-05
16,21,8,6,22,15,9,6,9,15,2,3,0.0,0.0,11.784735679626465,10.592545509338379,12.66898202227731,11.630763765807846,1207317,295.09266209602356,10317.244,255.7519499282645,1e-05
17,25,18,25,11,23,11,1,16,2,1,2,0.0,0.0,12.985630989074707,11.427469253540039,13.639400099151896,12.533434676345967,915325,188.72929739952087,10177.954,310.4722061025385,1e-05
18,7,14,21,7,7,25,13,6,4,2,2,0.0,0.0,12.1702241897583,11.73178768157959,17.468312555313112,14.600050118446351,444309,264.12730145454407,6399.599,266.59148506566964,1e-05
19,9,8,23,8,17,15,13,13,8,3,2,0.0,0.0,13.070934295654297,11.522974014282227,13.700680415543468,12.611827214912847,1017169,478.69932413101196,10725.176,313.53308739396147,1e-05
20,9,13,18,9,8,10,12,1,5,1,2,0.0,0.0,11.971699714660645,11.414620399475098,13.970632125414335,12.692626262444715,309137,137.57405853271484,4170.3003,239.00038662454415,1e-05
21,22,16,22,15,9,14,13,11,16,2,2,0.0,0.0,11.18445110321045,9.982434272766113,11.145269592541915,10.563851932654014,3059977,448.89781522750854,14351.844,225.38141823584112,1e-05
22,11,15,18,16,23,25,16,12,3,2,1,0.0,0.0,12.108237266540527,10.789609909057617,14.528765141261326,12.65918752515947,761525,316.3642761707306,9135.917,275.8696213980856,1e-05
23,15,12,25,7,21,7,5,3,14,3,1,0.0,0.0,11.942034721374512,11.162205696105957,12.900582598317015,12.031394147211486,974525,189.4914264678955,17374.5,260.5980491861859,1e-05
24,20,15,22,8,21,18,10,9,11,1,2,0.0,0.0,11.873255729675293,10.190441131591797,11.829253347239263,11.00984723941553,1541941,213.41393208503723,8198.42,276.0608853834856,1e-05
25,22,7,20,17,10,10,10,10,15,1,3,0.0,0.0,13.130837440490723,10.60881519317627,12.289851065206003,11.449333129191135,2140917,206.95839381217957,11165.826,336.8146826856886,1e-05
26,20,18,13,12,10,19,10,6,5,3,3,0.0,0.0,12.588982582092285,10.691482543945312,12.608536506199336,11.650009525072324,1637133,278.75752568244934,4963.722,298.2416037666317,1e-05
27,8,18,20,18,11,17,4,13,9,1,3,0.0,0.0,12.277789115905762,11.00882625579834,14.403720881463594,12.706273568630966,715009,201.23786902427673,7509.381,269.04652009193916,1e-05
28,12,25,20,16,18,13,6,14,8,1,1,0.0,0.0,13.025582313537598,10.585919380187988,13.57627004588328,12.081094713035634,644925,229.28493070602417,10897.704,312.47590434176067,1e-05
29,17,15,24,20,6,21,10,7,1,2,1,0.0,0.0,12.198820114135742,11.071097373962402,13.023534062752358,12.04731571835738,810989,283.7067906856537,5304.759,281.19695137422525,1e-05
30,18,17,11,25,23,12,9,1,8,3,3,0.0,0.0,11.86022663116455,10.982008934020996,13.257472484041596,12.119740709031296,1371745,236.41098809242249,9262.177,254.04354060724998,1e-05
31,23,25,15,6,19,23,4,2,5,2,3,0.0,0.0,11.452164649963379,10.835984230041504,13.555649809589966,12.195817019815735,1335581,154.41437792778015,11568.465,239.24261687212282,1e-05
32,25,10,8,12,25,13,8,16,13,3,2,0.0,0.0,11.596203804016113,10.626543045043945,11.799571839748285,11.213057442396115,1908049,483.0262725353241,4552.043,238.91108112550003,1e-05
33,17,23,10,23,22,23,7,5,5,2,1,0.0,0.0,12.310726165771484,10.613668441772461,13.391370862370527,12.002519652071495,679501,210.48172187805176,6514.4517,260.8616434253457,1e-05
34,14,14,15,24,15,19,15,16,7,3,3,0.0,0.0,12.415731430053711,10.496184349060059,12.788919051410858,11.642551700235458,1839849,553.3906798362732,8865.729,278.28415812455114,1e-05
35,14,17,23,14,8,17,15,7,10,2,1,0.0,0.0,11.168946266174316,10.67990493774414,11.799319050338243,11.23961199404119,1180389,225.44461464881897,12092.303,203.8188835174737,1e-05
36,24,15,10,13,17,24,2,4,10,2,1,0.0,0.0,11.732033729553223,10.776326179504395,12.877011782513339,11.826668981008867,689425,147.7802984714508,11208.731,256.70761494187843,1e-05
37,23,9,13,13,16,6,15,1,13,2,3,0.0,0.0,12.028597831726074,10.20196533203125,12.936874236612239,11.569419784321745,1848401,224.65111923217773,12330.703,268.7466462196379,1e-05
38,25,8,22,14,6,20,8,16,16,1,3,0.0,0.0,12.617561340332031,11.258282661437988,12.801305803885827,12.029794232661907,2955321,149.46056866645813,15928.188,298.44117407232045,1e-05
39,8,14,18,20,8,6,8,1,11,3,1,0.0,0.0,11.904853820800781,11.194899559020996,13.447208261987988,12.321053910504492,428521,222.76030445098877,6581.0254,253.96144618744876,1e-05
40,20,21,11,8,20,13,7,10,16,3,1,0.0,0.0,11.663899421691895,10.60661792755127,12.25812319530665,11.43237056142896,1771589,369.9687340259552,13212.303,239.6403833982306,1e-05
41,7,7,12,8,18,12,15,13,7,3,1,0.0,0.0,12.363289833068848,11.347221374511719,15.581245432865282,13.4642334036885,440857,516.8066055774689,6387.137,275.1966701500267,1e-05
42,24,12,21,21,18,9,16,11,16,1,3,0.0,0.0,12.305580139160156,10.834223747253418,13.18487045288086,12.009547100067138,3178825,227.17780923843384,16193.109,263.5482599014251,1e-05
43,10,16,22,20,16,23,14,3,14,2,2,0.0,0.0,13.023277282714844,11.33728313446045,13.108348627078428,12.222815880769438,1137153,204.87542128562927,3526.8452,323.3691161606774,1e-05
44,6,9,14,20,7,15,6,7,2,3,3,0.0,0.0,13.28232192993164,11.894767761230469,15.842226381022055,13.868497071126262,253033,256.5678732395172,5801.45,326.0780146017115,1e-05
45,17,23,6,9,14,18,10,2,15,1,2,0.0,0.0,12.185057640075684,11.358113288879395,14.894218379728146,13.12616583430377,1175209,197.23527002334595,8886.624,247.6873139213117,1e-05
46,17,17,25,10,11,21,12,12,5,3,2,0.0,0.0,11.775639533996582,10.850615501403809,12.612010088333717,11.731312794868764,2167921,566.5893886089325,16691.2,239.5158957062356,1e-05
47,23,13,7,19,12,8,7,11,6,1,1,0.0,0.0,12.006141662597656,10.611310005187988,13.481493603926438,12.046401804557213,479293,181.10265111923218,6333.1772,262.9922679069665,1e-05
48,19,7,8,19,12,18,2,11,3,1,2,0.0,0.0,13.405269622802734,11.343280792236328,15.960813961653031,13.65204737694468,276833,116.26037096977234,7661.365,346.3867270000235,1e-05
49,6,12,14,17,13,20,12,15,10,2,3,0.0,0.0,13.094892501831055,11.803997993469238,13.547928092222948,12.675963042846092,595489,416.630047082901,900.2313,361.4301050175297,1e-05
50,16,24,12,21,12,9,7,8,1,3,1,0.0,0.0,12.209565162658691,11.422825813293457,15.065898335676927,13.244362074485192,929457,347.1076486110687,5960.189,258.0052142542968,1e-05
51,11,13,13,22,18,10,4,3,1,2,3,0.0,0.0,13.494827270507812,11.845519065856934,15.17949776761445,13.512508416735692,227481,120.21580767631531,4063.9592,345.51127349117286,1e-05
52,11,8,14,25,15,8,14,14,4,2,1,0.0,0.0,11.891200065612793,11.297577857971191,12.935676375104528,12.11662711653786,531609,351.29695653915405,6096.3022,239.57917530572445,1e-05
53,9,24,13,19,6,7,11,15,12,3,2,0.0,0.0,13.376089096069336,10.936665534973145,13.369641531284039,12.153153533128592,1373073,665.4236133098602,11167.307,356.56216492245267,1e-05
54,18,12,8,10,20,20,14,13,3,1,2,0.0,0.0,12.246367454528809,11.311715126037598,16.119626564093124,13.715670845065361,497297,193.92915964126587,4332.003,279.86104682878084,1e-05
55,25,16,24,19,19,11,5,8,3,2,3,0.0,0.0,11.876590728759766,10.050163269042969,12.071999000989473,11.06108113501622,1507637,303.0107672214508,10064.654,258.4938392729129,1e-05
56,14,24,12,18,9,14,1,3,2,2,1,0.0,0.0,12.638582229614258,11.43995475769043,13.603834984815666,12.521894871253048,230209,110.96427631378174,4490.5225,282.16627904696344,1e-05
57,12,25,24,13,20,19,11,2,14,1,3,0.0,0.0,12.396456718444824,11.01731014251709,12.156806603387272,11.587058372952182,1865353,154.3233997821808,3037.0562,285.8932642011883,1e-05
58,24,19,6,7,16,7,1,13,2,3,3,0.0,0.0,12.729390144348145,10.498557090759277,13.651107142373585,12.07483211656643,1118761,442.2463729381561,6878.092,346.2106695000252,1e-05
59,9,18,17,25,8,24,7,13,3,2,3,0.0,0.0,12.020094871520996,10.831890106201172,14.303241178512573,12.567565642356872,629257,345.23141503334045,6898.389,259.50828419030006,1e-05
60,8,17,17,23,6,16,6,9,13,3,2,0.0,0.0,13.337292671203613,10.989629745483398,12.36469579902062,11.677162772252009,879165,428.09337997436523,5083.649,344.04152211428357,1e-05
61,12,23,11,18,21,24,13,11,13,3,3,0.0,0.0,11.647744178771973,10.57974624633789,12.596870649777927,11.588308448057909,2037973,597.9796805381775,10158.082,253.15520675504877,1e-05
62,19,23,16,21,13,9,9,4,2,1,2,0.0,0.0,12.56247615814209,11.275137901306152,13.552093070017266,12.413615485661708,537605,90.232919216156,4550.25,305.0029093089363,1e-05
63,12,7,18,14,13,6,3,5,9,1,3,0.0,0.0,12.377237319946289,10.910027503967285,13.011897225600023,11.960962364783654,617941,150.56357622146606,5488.0044,279.74997327374194,1e-05
64,13,22,19,21,9,25,13,12,7,2,1,0.0,0.0,11.415923118591309,10.6203031539917,12.360984959235559,11.490644056613629,1132797,445.63840103149414,10694.569,229.56293655715922,1e-05
65,17,25,6,11,23,16,16,14,1,1,3,0.0,0.0,12.298606872558594,11.527457237243652,14.146151411105425,12.836804324174539,659521,213.89313292503357,5229.648,255.62611764879696,1e-05
66,9,11,11,10,7,24,8,7,11,3,1,0.0,0.0,12.316452026367188,11.478710174560547,13.212363864529518,12.345537019545032,450589,352.0876145362854,4851.255,282.4562771307223,1e-05
67,16,21,12,15,20,11,16,4,10,1,2,0.0,0.0,12.64887523651123,10.793015480041504,12.968305355805617,11.880660417923561,1049765,214.0136902332306,8600.532,347.54098340900117,1e-05
68,15,19,9,24,16,21,16,14,12,2,2,0.0,0.0,11.523640632629395,10.21226692199707,12.438965925440785,11.325616423718927,1517349,452.8519699573517,10734.214,231.20613302508266,1e-05
69,15,17,17,16,10,14,3,8,11,2,3,0.0,0.0,13.0235013961792,10.820950508117676,12.588720358125457,11.704835433121566,1488857,201.48336720466614,5965.59,347.74836668313054,1e-05
70,7,23,15,14,22,24,6,5,7,3,2,0.0,0.0,12.637198448181152,11.36452865600586,14.763792419433594,13.064160537719726,558245,229.1423032283783,7555.7065,265.9505874760783,1e-05
71,6,18,25,6,12,22,2,11,6,3,2,0.0,0.0,13.33690357208252,11.920166969299316,15.765178721601313,13.842672845450315,542289,365.388546705246,5680.0293,340.3261108616947,1e-05
72,10,22,15,6,21,6,15,7,9,3,1,0.0,0.0,12.326720237731934,10.786388397216797,13.077303758327778,11.931846077772288,1027389,509.0163233280182,12494.645,289.99284075163587,1e-05
73,8,20,8,21,16,8,2,5,14,2,2,0.0,0.0,12.832136154174805,11.269721984863281,14.160552255969215,12.715137120416248,528777,188.04685640335083,6141.658,317.42905628589,1e-05
74,20,10,9,23,25,15,7,16,12,1,2,0.0,0.0,11.741813659667969,10.334640502929688,11.963075281979311,11.1488578924545,921833,217.68374180793762,3648.2031,240.8179894836374,1e-05
75,18,15,19,12,6,9,5,7,7,1,1,0.0,0.0,12.93301010131836,11.410587310791016,13.163747806407086,12.287167558599052,531757,109.19638800621033,9894.447,322.2237189578592,1e-05
76,13,11,16,15,7,17,12,4,12,2,2,0.0,0.0,12.310145378112793,10.689282417297363,12.88984327856404,11.789562847930702,937197,272.2178761959076,11934.742,270.18042633596895,1e-05
77,13,10,24,25,8,19,4,8,9,3,3,0.0,0.0,12.154953956604004,10.913531303405762,12.990806304287707,11.952168803846735,1345241,276.48975443840027,10076.893,263.27552340222496,1e-05
78,21,14,12,13,10,17,11,9,4,2,1,0.0,0.0,11.407166481018066,10.140623092651367,13.222211086276419,11.681417089463892,890149,286.49433851242065,9149.815,220.91692001071556,1e-05
79,22,11,21,16,9,22,14,2,8,2,1,0.0,0.0,12.129924774169922,10.478816986083984,11.410019517778517,10.94441825193125,1141649,192.52404689788818,4280.415,274.28383200980045,1e-05
80,21,14,9,18,17,23,4,6,6,2,2,0.0,0.0,12.135499000549316,10.522297859191895,12.875179267191625,11.69873856319176,767973,177.22358393669128,6845.289,274.21431876031716,1e-05
81,19,20,23,17,10,19,14,15,11,3,3,0.0,0.0,11.41716480255127,10.286382675170898,11.86135391208055,11.073868293625724,4094369,861.913652420044,15723.005,222.62955578972623,1e-05
82,24,21,9,17,17,22,12,4,13,3,3,0.0,0.0,11.83116340637207,10.422574043273926,12.25975210780189,11.341163075537908,3045217,406.20218229293823,12740.639,254.11006875039178,1e-05
83,11,16,14,9,13,6,13,1,15,2,1,0.0,0.0,11.244235038757324,10.609588623046875,12.940466891278277,11.775027757162576,634945,273.128564119339,8201.324,209.8760571648532,1e-05
84,13,9,10,15,24,8,1,14,5,3,1,0.0,0.0,13.168225288391113,11.020934104919434,15.7460080149156,13.383471059917516,493253,367.4860649108887,12594.477,319.43404161384933,1e-05
85,10,19,25,19,24,13,3,10,16,1,1,0.0,0.0,12.328229904174805,11.46423053741455,13.828788543205995,12.646509540310273,655585,164.2756724357605,13245.72,270.01285279923434,1e-05
86,14,13,17,15,14,10,8,16,13,1,1,0.0,0.0,12.478523254394531,11.156407356262207,12.909032185303717,12.032719770782961,695005,241.8537311553955,15780.419,265.4084907336759,1e-05
87,19,22,16,22,24,12,16,12,4,1,2,0.0,0.0,12.188822746276855,10.55685806274414,12.734162366259229,11.645510214501684,1067245,269.51636123657227,6106.998,264.3974915340129,1e-05
88,21,21,22,9,14,21,10,15,12,1,2,0.0,0.0,12.45033073425293,10.575223922729492,12.7630426486233,11.669133285676395,2162001,241.63145232200623,13838.423,290.05142802094974,1e-05
89,6,24,9,7,22,14,9,11,10,1,1,0.0,0.0,13.296168327331543,11.778558731079102,14.608740315363958,13.19364952322153,264173,214.03919386863708,6282.414,323.7102139652353,1e-05
90,18,20,6,24,21,18,7,1,14,3,1,0.0,0.0,11.535962104797363,10.302896499633789,13.003521420561546,11.653208960097668,875845,296.46093559265137,8849.137,264.89272032130873,1e-05
91,16,6,21,6,20,22,9,4,9,3,3,0.0,0.0,13.091628074645996,10.892107009887695,14.615140392546312,12.753623701217004,1368257,199.21457314491272,11641.367,366.02873703921205,1e-05
92,8,19,16,17,11,21,3,1,6,1,3,0.0,0.0,12.750097274780273,11.144026756286621,13.975888148968036,12.559957452627328,385581,111.32494068145752,2680.6184,299.65443322226884,1e-05
93,10,8,15,12,15,16,5,9,13,2,2,0.0,0.0,12.266968727111816,10.68027114868164,13.46217787187178,12.07122451027671,621185,271.47516441345215,7931.173,269.92679948960205,1e-05
94,15,13,10,11,11,14,5,12,8,2,1,0.0,0.0,13.09831428527832,10.592223167419434,12.994695361455282,11.793459264437358,586433,220.02494430541992,5188.1846,337.87807573845294,1e-05
95,25,20,13,24,23,15,1,9,3,1,1,0.0,0.0,12.140244483947754,11.200091361999512,13.427905883861516,12.313998622930514,481849,132.7839708328247,8653.751,253.72921186396917,1e-05
96,7,19,23,11,14,11,1,2,6,2,1,0.0,0.0,12.71556282043457,11.407317161560059,14.225712787074574,12.816514974317316,186221,130.27651739120483,5336.321,280.792506339139,1e-05
97,10,24,16,8,19,20,4,9,6,3,3,0.0,0.0,12.73229694366455,11.24769401550293,13.435147052318706,12.341420533910817,1010885,272.0593566894531,8154.5337,283.2525408673321,1e-05
98,6,12,11,22,11,13,2,6,9,1,1,0.0,0.0,13.098474502563477,12.316594123840332,16.067356595846324,14.191975359843328,126137,150.20274949073792,6208.093,329.82186377372767,1e-05
99,7,10,14,14,14,23,9,15,1,1,3,0.0,0.0,14.776724815368652,12.521150588989258,19.5382097867819,16.029680187885578,186477,167.98126983642578,2007.4073,404.55118076415687,1e-05
